Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Evers W., Wilkinson I., Freytag P.V.","57191977773;7102051861;6603999563;","Displaying research results",2017,"Collaborative Research Design: Working with Business for Meaningful Findings",,,,"285","310",,,"10.1007/978-981-10-5008-4_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055629950&doi=10.1007%2f978-981-10-5008-4_12&partnerID=40&md5=b7fab29724d28fc0b513fdc535c1f746","University of Southern Denmark, Kolding, Denmark; University of Sydney, Sydney, Australia","Evers, W., University of Southern Denmark, Kolding, Denmark; Wilkinson, I., University of Southern Denmark, Kolding, Denmark, University of Sydney, Sydney, Australia; Freytag, P.V., University of Southern Denmark, Kolding, Denmark","In this chapter we review the main methods used to display and communicate data and research results and discuss the issues involved in using them in an appropriate and effective way, without misleading or biasing understanding and interpretation. We explain how the presentation of research results is a communication process which needs to take into account the nature of the research and the results to be presented as well as the information processing characteristics and limitations of the audience. We also discuss newly emerging data display technologies including video, big data computer visualization, and non-visual display methods. © Springer Nature Singapore Pte Ltd. 2017.",,,Book Chapter,"Final","",Scopus,2-s2.0-85055629950
"Storvang P., Mortensen B., Clarke A.H.","41762969600;57204459268;7403682282;","Using workshops in business research: A framework to diagnose, plan, facilitate and analyze workshops",2017,"Collaborative Research Design: Working with Business for Meaningful Findings",,,,"155","174",,5,"10.1007/978-981-10-5008-4_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055626181&doi=10.1007%2f978-981-10-5008-4_7&partnerID=40&md5=f9a3f84750362d26f95e6dc65953ca87","University of Southern Denmark, Kolding, Denmark","Storvang, P., University of Southern Denmark, Kolding, Denmark; Mortensen, B., University of Southern Denmark, Kolding, Denmark; Clarke, A.H., University of Southern Denmark, Kolding, Denmark","Workshops are increasingly being used in various fields of research as a qualitative research method where researchers can work with participant to gather a rich collection of data about participants and their co-creation on an innovation or a shared topic for investigation. Workshops are based on a creative setting for the interaction that allows the participants both to discuss current situations as well as create concepts for how this could change through generative design tools. During the workshop, the researcher will get the opportunity to observe (chapter) the participants as they interact and negotiate. The data collected through the workshop can contain both field notes based upon the researcher's observations, video and audio recordings of the interacting group's dialog and discussions, pictures of the group interacting, and last but not least the products of their workshop process in the form of models, sketches and prototypes. This gives the researcher an opportunity to collect a rich variation of data. As a research method workshops can validate data already collected through interviews (Chap. 6) or enhance focus group interviews by making the participants co- create new solutions. In this chapter we will explain how the researcher can organize a workshop through the phases diagnose, plan, facilitate and analyze. We will also discuss the interaction between the roles as participants, researcher and facilitator as they are played out in the workshop. The chapter will further discuss the process and some of the challenges in order to create and facilitate a workshop. © Springer Nature Singapore Pte Ltd. 2017.",,,Book Chapter,"Final","",Scopus,2-s2.0-85055626181
"Freytag P.V., Young L.","6603999563;7403664568;","Collaborative research design: Working with business for meaningful findings",2017,"Collaborative Research Design: Working with Business for Meaningful Findings",,,,"1","428",,2,"10.1007/978-981-10-5008-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055626145&doi=10.1007%2f978-981-10-5008-4&partnerID=40&md5=9a68985119cd67710ad83a6dc2e2d9ec","University of Southern Denmark, Kolding, Denmark; Western Sydney University, Sydney, Australia","Freytag, P.V., University of Southern Denmark, Kolding, Denmark; Young, L., University of Southern Denmark, Kolding, Denmark, Western Sydney University, Sydney, Australia","This book articulates and interconnects a range of research methods for the investigation of business management processes. It introduces new directions that both recognise the business community as stakeholders in the research process and seek to include them in that process. The book presents a range of contemporary research methods with particular focus on those that allow insights into business managers' thoughts and behaviours. It includes fresh views on traditional research designs, for example new approaches to using literature reviews, experiments, interviews and observation studies. It also considers cutting-edge research methods, such as the use of vignettes, workshops, improvisation and theatre, as well as computer-based simulation. In addition to discussing new approaches to data capture and data generation, it presents new methods of data analysis by considering various forms of models and modelling, new forms of computer-aided text analysis and innovative approaches to data display. Finally, the book provides a link between the philosophical underpinnings of research and the different research methods presented. This is often neglected but undertaking the knowledge-generating journey that is research includes having a view on reality and marrying this to beliefs about how the reality to be investigated can be best expedited. © Springer Nature Singapore Pte Ltd. 2018.",,,Book,"Final","",Scopus,2-s2.0-85055626145
"Freytag P.V., Young L.","6603999563;7403664568;","Bringing it all together and leaving it all up to you!",2017,"Collaborative Research Design: Working with Business for Meaningful Findings",,,,"413","428",,,"10.1007/978-981-10-5008-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055625312&doi=10.1007%2f978-981-10-5008-4_17&partnerID=40&md5=436cc3c71db08f9f5ede6fa9aca6f50e","University of Southern Denmark, Kolding, Denmark; Western Sydney University, Sydney, Australia","Freytag, P.V., University of Southern Denmark, Kolding, Denmark; Young, L., University of Southern Denmark, Kolding, Denmark, Western Sydney University, Sydney, Australia","This final chapter discusses the connection between research, reality and the role of business schools. Specifically, we focus on what is ""good rigorously"" research, how to co-create relevant insights for business managers and the role of business schools in society. We assert that the often-discussed trade-off between ""rigor"" and ""relevance"" can be questioned and we further argue that ""rigorous relevance"" is a valid foundation for business research. Reality is not just ""out there"" to be described and analyzed, instead ""discovering"" reality rests on a particular understanding of how reality can and should be researched. Thus, one's paradigmatic stance needs to be clear as it influences on how research questions are formulated and methods are chosen and used. Finally, we argue that business schools must play a role in this process in a number of ways but in particular by providing knowledge through and with business managers that is solidly grounded in theory and method. © Springer Nature Singapore Pte Ltd. 2017.",,,Book Chapter,"Final","",Scopus,2-s2.0-85055625312
"Santamaría-Fernández M., Molinuevo-Salces B., Kiel P., Steenfeldt S., Uellendahl H., Lübeck M.","57194349282;35604145400;23047066800;6602256283;22936126000;25823944500;","Lactic acid fermentation for refining proteins from green crops and obtaining a high quality feed product for monogastric animals",2017,"Journal of Cleaner Production","162",,,"875","881",,36,"10.1016/j.jclepro.2017.06.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027846811&doi=10.1016%2fj.jclepro.2017.06.115&partnerID=40&md5=ef31d2124722a9ffe5305921f53b8647","Section for Sustainable Biotechnology, Department of Chemistry and Bioscience, Aalborg University Copenhagen, A C Meyers Vaenge 15, Copenhagen, SV  2450, Denmark; Biotest Aps, Svinoevej 39, Gamborg, Middelfart, 5500, Denmark; Department of Animal Health, Welfare and Nutrition, Faculty of Agricultural Sciences, University of Aarhus, Tjele, Denmark","Santamaría-Fernández, M., Section for Sustainable Biotechnology, Department of Chemistry and Bioscience, Aalborg University Copenhagen, A C Meyers Vaenge 15, Copenhagen, SV  2450, Denmark; Molinuevo-Salces, B., Section for Sustainable Biotechnology, Department of Chemistry and Bioscience, Aalborg University Copenhagen, A C Meyers Vaenge 15, Copenhagen, SV  2450, Denmark; Kiel, P., Biotest Aps, Svinoevej 39, Gamborg, Middelfart, 5500, Denmark; Steenfeldt, S., Department of Animal Health, Welfare and Nutrition, Faculty of Agricultural Sciences, University of Aarhus, Tjele, Denmark; Uellendahl, H., Section for Sustainable Biotechnology, Department of Chemistry and Bioscience, Aalborg University Copenhagen, A C Meyers Vaenge 15, Copenhagen, SV  2450, Denmark; Lübeck, M., Section for Sustainable Biotechnology, Department of Chemistry and Bioscience, Aalborg University Copenhagen, A C Meyers Vaenge 15, Copenhagen, SV  2450, Denmark","Nowadays, the organic farming sector is growing at a fast pace in Europe while needs to face the lack of organic protein sources and in particular, feeding monogastric animals is becoming more and more urgent. Green biorefinery concepts might become the suitable solution for the production of organic protein-rich feeds from green crops. In this context, red clover, clover grass, alfalfa and oilseed radish were studied as possible feedstocks for the development of an organic biorefinery system in Northern Europe. For this purpose, the green crops were processed into a nitrogen-rich protein concentrate, a fiber-rich press cake, and a residual stream of soluble nutrients (brown juice). The process, which involved a novel protein refining technique using lactic acid fermentation, yielded between 6 and 13 kg of dry organic protein product per ton of fresh crop. The protein products of the different crops presented balanced amino acid composition compared to soybeans, which are commonly used in organic farming. Moreover, methionine contents between 7.8 and 9.1 g/kg DM were obtained in the protein products, which is more than the typical concentration found in animal feeds (5.2 g/kg DM in soybeans). This makes the organic protein product produced very promising as a feed ingredient for organic farming of monogastric animals in Europe. © 2017 Elsevier Ltd","Biorefinery; Green crops; Monogastric animals; Organic farming; Protein feed","Agriculture; Amino acids; Animals; Bioconversion; Crops; Fermentation; Lactic acid; Refining; Amino acid compositions; Biorefineries; Green biorefinery; Lactic acid fermentation; Monogastric animals; Organic farming; Protein concentrates; Suitable solutions; Proteins",Article,"Final","",Scopus,2-s2.0-85027846811
"Pedersen E.R.G., Rosati F., Lauesen L.M., Farsang A.","12138877900;56717393900;54179521400;12752080400;","What is in a business case? Business cases as a tool-in-use for promoting water management practices in the food sector",2017,"Journal of Cleaner Production","162",,,"1048","1060",,8,"10.1016/j.jclepro.2017.06.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024127652&doi=10.1016%2fj.jclepro.2017.06.055&partnerID=40&md5=9065e801424f8db148431cdae559e638","Copenhagen Business School Centre for Corporate Social Responsibility, Porcelænshaven 18, Frederiksberg C, DK-2000, Denmark; Technical University of Denmark, Department of Management Engineering, Centrifugevej Building 372, room 229, Lyngby, DK-2800, Denmark; Water & Waste, Ryttermarken 21, Svendborg, DK-5700, Denmark","Pedersen, E.R.G., Copenhagen Business School Centre for Corporate Social Responsibility, Porcelænshaven 18, Frederiksberg C, DK-2000, Denmark; Rosati, F., Technical University of Denmark, Department of Management Engineering, Centrifugevej Building 372, room 229, Lyngby, DK-2800, Denmark; Lauesen, L.M., Water & Waste, Ryttermarken 21, Svendborg, DK-5700, Denmark; Farsang, A., Copenhagen Business School Centre for Corporate Social Responsibility, Porcelænshaven 18, Frederiksberg C, DK-2000, Denmark","This paper explores the role of business cases as a tool for supporting decision-making processes regarding water management. Based on an analysis of survey and interview data from 300+ organisations within the European food sector, it is concluded that the relative emphasis on business cases and payback times influences the average level of water management engagement. However, the findings from the analysis also indicate that use of business cases are not set in stone but can be adapted and changed through ongoing dialogue and negotiations. The paper contributes to the existing academic literature by moving beyond generic discussions of the business case for corporate sustainability to exploring the concrete use of business cases as a decision-making tool for managers. © 2017 Elsevier Ltd","Business case; Corporate sustainability; Practice; Tools-in-use; Water management","Sustainable development; Water management; Academic literature; Business case; Corporate-sustainability; Decision making process; Decision making tool; Management practices; Payback time; Practice; Decision making",Article,"Final","",Scopus,2-s2.0-85024127652
"Sohn J.L., Kalbar P.P., Birkved M.","57192395214;37761633100;16174563600;","Life cycle based dynamic assessment coupled with multiple criteria decision analysis: A case study of determining an optimal building insulation level",2017,"Journal of Cleaner Production","162",,,"449","457",,28,"10.1016/j.jclepro.2017.06.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024127448&doi=10.1016%2fj.jclepro.2017.06.058&partnerID=40&md5=55356e6166280cf003ff2ca45a392a66","Roskilde University, Department of Environmental, Social and Spatial Change, Roskilde, Denmark; Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark (DTU), Produktionstorvet 424, Kgs. Lyngby, DK-2800, Denmark; Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Powai, Mumbai  400 076, India","Sohn, J.L., Roskilde University, Department of Environmental, Social and Spatial Change, Roskilde, Denmark; Kalbar, P.P., Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark (DTU), Produktionstorvet 424, Kgs. Lyngby, DK-2800, Denmark, Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Powai, Mumbai  400 076, India; Birkved, M., Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark (DTU), Produktionstorvet 424, Kgs. Lyngby, DK-2800, Denmark","This work looks at coupling Life cycle assessment (LCA) with a dynamic inventory and multiple criteria decision analysis (MCDA) to improve the validity and reliability of single score results for complex systems. This is done using the case study of a representative Danish single family home over the service life of the building. This case study uses both the established and the coupled MCDA assessment methods to quantify and assess the balance of impacts between the production of mineral wool insulation versus the production of space heat. The use of TOPSIS method for calculating single scores is proposed as an alternative to the ReCiPe single score impact assessment method. Based on the single score impact values obtained from both of these methods, various insulation levels are ranked to determine an ideal insulation level and gauge the effectiveness of environmental impact reduction measures in current Danish building regulations. Using a comparison of the results from the two methods, a preferred choice of impact assessment method is determined. The findings show that if the midpoint impacts for a particular scenario are strongly correlated with a climate change impact indicator, it does not matter which impact assessment is applied. However, for the scenarios where other impact categories vary inversely or independently from the climate change impact indicator, such as with renewable energy production, there is need for a more unconventional method, such as the TOPSIS method, for calculating single score impacts. © 2017 Elsevier Ltd","Building material; Life cycle assessment; Mineral wool insulation; Multiple criteria decision making","Building codes; Building materials; Climate change; Condition monitoring; Decision making; Decision theory; Electric insulating materials; Environmental regulations; Insulation; Life cycle; Mineral wool; Operations research; Reliability analysis; Wool; Yarn; Building insulations; Building regulations; Climate change impact; Dynamic assessment; Life Cycle Assessment (LCA); Multiple criteria decision analysis; Multiple criteria decision making; Renewable energies; Environmental impact",Article,"Final","",Scopus,2-s2.0-85024127448
"Ausrød V.L., Sinha V., Widding Ø.","57194683209;57194900525;15119969800;","Business model design at the base of the pyramid",2017,"Journal of Cleaner Production","162",,,"982","996",,22,"10.1016/j.jclepro.2017.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024126387&doi=10.1016%2fj.jclepro.2017.06.014&partnerID=40&md5=e24e6146d9e503da0ec10f0749680bcc","Norwegian University of Science and Technology, Department of Industrial Economics and Technology Management, Trondheim, 7491, Norway; Aarhus BSS, Department of Management, Bartholins Allé 10, Aarhus C, DK-8000, Denmark","Ausrød, V.L., Norwegian University of Science and Technology, Department of Industrial Economics and Technology Management, Trondheim, 7491, Norway, Aarhus BSS, Department of Management, Bartholins Allé 10, Aarhus C, DK-8000, Denmark; Sinha, V., Norwegian University of Science and Technology, Department of Industrial Economics and Technology Management, Trondheim, 7491, Norway; Widding, Ø., Norwegian University of Science and Technology, Department of Industrial Economics and Technology Management, Trondheim, 7491, Norway","The extant literature on Base of the Pyramid (BoP) business models reveals the following dilemma: Business models should both adapt to and shape the context in which they are deployed. This article focuses on how new ventures can design a business model bottom up while simultaneously adapting to and shaping the context in which the venture is operating. Through a single case study of a globally leading mini-utility firm in the rural electricity sector at the BoP, this article makes three contributions. First, it contributes to the literature on business model design by showing that specifically designed interim business models facilitate adaptation to and the shaping of the context. Second, the article refines the native capability construct, splitting it into native “pull” and “push” capabilities. This brings nuance to much of the BoP literature that suggests ventures yield to local context. Third, the article links the business model design and native pull/push capability to potential and realized absorptive capacity. Accordingly, hands-on strategies for developing potential and realized absorptive capacity are suggested. © 2017 Elsevier Ltd","Absorptive capacity; Base of the pyramid; Business model design; Entrepreneur; Native capability","Production engineering; Absorptive capacity; Base of the pyramids; Business model designs; Entrepreneur; Native capability; Industrial engineering",Article,"Final","",Scopus,2-s2.0-85024126387
"Ernstoff A.S., Stylianou K.S., Goldstein B.","55376484800;56912137000;55653484800;","Response to: Dietary strategies to reduce environmental impact must be nutritionally complete",2017,"Journal of Cleaner Production","162",,,"568","570",,5,"10.1016/j.jclepro.2017.05.205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024120092&doi=10.1016%2fj.jclepro.2017.05.205&partnerID=40&md5=37a0401568b9e9f25afc8a09e29bfcce","Quantis International, EPFL Innovation Park, Bât. D, Lausanne, 1015, Switzerland; Environmental Health Sciences, School of Public Health, University of Michigan, 1415 Washington Heights, Ann Arbor, MI  48109, United States; Goldstein Research Services, Roersangervej 37, Copenhagen, NV  2400, Denmark","Ernstoff, A.S., Quantis International, EPFL Innovation Park, Bât. D, Lausanne, 1015, Switzerland; Stylianou, K.S., Environmental Health Sciences, School of Public Health, University of Michigan, 1415 Washington Heights, Ann Arbor, MI  48109, United States; Goldstein, B., Goldstein Research Services, Roersangervej 37, Copenhagen, NV  2400, Denmark",[No abstract available],,,Letter,"Final","",Scopus,2-s2.0-85024120092
"Gómez C.R., Arango-Aramburo S., Larsen E.R.","57194899067;54406685300;7202919900;","Construction of a Chilean energy matrix portraying energy source substitution: A system dynamics approach",2017,"Journal of Cleaner Production","162",,,"903","913",,12,"10.1016/j.jclepro.2017.06.111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024120004&doi=10.1016%2fj.jclepro.2017.06.111&partnerID=40&md5=a227f2847ea359abd4afbc1e0a9b3b71","Facultad de Minas, Universidad Nacional de Colombia-Medellin, Medellin, Colombia; Institute of Management, Università della Svizzera italiana, Lugano, Switzerland; Department of Management, Aarhus University, Aarhus, Denmark","Gómez, C.R., Facultad de Minas, Universidad Nacional de Colombia-Medellin, Medellin, Colombia, Institute of Management, Università della Svizzera italiana, Lugano, Switzerland; Arango-Aramburo, S., Facultad de Minas, Universidad Nacional de Colombia-Medellin, Medellin, Colombia; Larsen, E.R., Department of Management, Aarhus University, Aarhus, Denmark","The energy matrix is a useful tool for understanding the trends of production and consumption in a country and for evaluating long-term energy policies. This paper presents a behavioral simulation model of the evolution of Chile's energy matrix. The model is developed and calibrated by considering a dynamic substitution of energy sources. Chile's stated policy is to become less dependent on imported fossil fuels, to increase security of supply and improve the environment. The simulation experiments show that the energy matrix is very robust with regards to external fuel prices and changes in investment cost. Thus, in order to be able to observe changes in the composition of the energy matrix, there is a need for strong intervention by the regulator, or the government, to provide incentives for renewables. © 2017 Elsevier Ltd","Chilean energy sector; Energy matrix; Energy planning; System dynamics","Energy policy; System theory; Behavioral simulation; Dynamic substitution; Energy matrix; Energy planning; Energy sector; Production and consumption; System Dynamics; System dynamics approach; Investments",Article,"Final","",Scopus,2-s2.0-85024120004
"Guo B., Geng Y., Ren J., Zhu L., Liu Y., Sterr T.","56035192700;7103277844;35220394000;57194904541;55871039100;6506189124;","Comparative assessment of circular economy development in China's four megacities: The case of Beijing, Chongqing, Shanghai and Urumqi",2017,"Journal of Cleaner Production","162",,,"234","246",,54,"10.1016/j.jclepro.2017.06.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024105515&doi=10.1016%2fj.jclepro.2017.06.061&partnerID=40&md5=79a96ecc5805bd15da1c708acddf426f","Faculty of Economics and Social Sciences, Heidelberg University, Heidelberg, 69115, Germany; Institute for Eco-Industrial Analyses (IUWA), Heidelberg, 69121, Germany; School of Environmental Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Centre for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Campusvej 55, Odense M, 5230, Denmark; College of Grassland and Environment Sciences, Xinjiang Agricultural University, Urumqi, 830052, China; School of Economics, Xinjiang University of Finance and Economics, Urumqi, 830012, China; Department of Geography, Heidelberg University, Heidelberg, 69120, Germany; China Institute for Urban Governance, Shanghai Jiao Tong University, No. 800 Dongchuan Road, Minhang, Shanghai, 200240, China","Guo, B., Faculty of Economics and Social Sciences, Heidelberg University, Heidelberg, 69115, Germany, Institute for Eco-Industrial Analyses (IUWA), Heidelberg, 69121, Germany; Geng, Y., School of Environmental Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, China Institute for Urban Governance, Shanghai Jiao Tong University, No. 800 Dongchuan Road, Minhang, Shanghai, 200240, China; Ren, J., Centre for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Campusvej 55, Odense M, 5230, Denmark; Zhu, L., College of Grassland and Environment Sciences, Xinjiang Agricultural University, Urumqi, 830052, China; Liu, Y., School of Economics, Xinjiang University of Finance and Economics, Urumqi, 830012, China; Sterr, T., Institute for Eco-Industrial Analyses (IUWA), Heidelberg, 69121, Germany, Department of Geography, Heidelberg University, Heidelberg, 69120, Germany","Resources scarcity and environmental pollution in China negatively influence the country's sustainable development. Circular Economy (CE), which established on the basis of “3R principals”, was adopted by the Chinese authorities as a national development strategy to reduce resource consumption and mitigate environmental pollution. After more than ten years’ implementation of CE strategy, it is of vital importance to investigate the progresses and current status of CE development in China, especially in those China's megacities from both spatial and temporal perspectives, so as to identify the barriers of local CE development in megacities. To achieve such an objective, this study assesses the CE development in China's four megacities during the last ten years by using one unified indicator system. Results indicate that significant disparities exist among China's four megacities regarding both CE development index trajectory and CE internal structure. While all four megacities had significantly improved their CE development since 2005, megacities located in eastern China, namely Beijing and Shanghai, had better CE development performances than megacities from western China, namely Urumqi and Chongqing. With respect to the composition of CE development index, Beijing and Urumqi were doing better on balancing the development of CE's four aspects, namely, resource consumption intensity (RCI), waste emission intensity (WEI), waste recycling and utilization rate (WRUR) and waste disposal level (WDL). In contrast, CE development in Chongqing and Shanghai was primarily attributed to the three aspects of RCI, WEI and WDL, and the WRUR aspects had contributed little to their CE development during the last ten years, indicating an unbalanced CE development status. Additional, Shanghai and Chongqing increased faster on annual average CE development index, and the growth of CE development index of Urumqi was the slowest among the four megacities. In order to promote the CE development performance in China's four megacities, several measures have been proposed, including providing financial and technological support to Urumqi and Chongqing, promoting the recycling of reclaimed wastewater in Chongqing and Shanghai, supporting the application of integrated waste management, as well as encouraging the participation of local residents. This study could provide valuable reference for countries and regions that adopt CE as their development mode. © 2017 Elsevier Ltd","China; Circular economy; Entropy; Indicator","Entropy; Indicators (instruments); Planning; Pollution; Recycling; Sustainable development; Waste disposal; Waste management; Wastewater disposal; Wastewater reclamation; Wastewater treatment; China; Circular economy; Comparative assessment; Development performance; Environmental pollutions; Integrated waste management; National development; Technological supports; Economic and social effects",Article,"Final","",Scopus,2-s2.0-85024105515
"Rajeev A., Pati R.K., Padhi S.S., Govindan K.","57194903507;14036323400;26323208200;54986334000;","Evolution of sustainability in supply chain management: A literature review",2017,"Journal of Cleaner Production","162",,,"299","314",,341,"10.1016/j.jclepro.2017.05.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024094913&doi=10.1016%2fj.jclepro.2017.05.026&partnerID=40&md5=a1cf9eb8f7b3b3847665b1459fdd3358","Quantitative Methods and Operations Management Group, Indian Institute of Management Kozhikode, IIM KozhikodeKerala  673570, India; Center for Sustainable Supply Chain Engineering, Department of Technology and Innovation, University of Southern Denmark, Odense M, 5230, Denmark","Rajeev, A., Quantitative Methods and Operations Management Group, Indian Institute of Management Kozhikode, IIM KozhikodeKerala  673570, India; Pati, R.K., Quantitative Methods and Operations Management Group, Indian Institute of Management Kozhikode, IIM KozhikodeKerala  673570, India; Padhi, S.S., Quantitative Methods and Operations Management Group, Indian Institute of Management Kozhikode, IIM KozhikodeKerala  673570, India; Govindan, K., Center for Sustainable Supply Chain Engineering, Department of Technology and Innovation, University of Southern Denmark, Odense M, 5230, Denmark","An ever-increasing demand for products and their consumption has put pressure on industrial output and their supply chains, and that demand has resulted in negative impacts on the environment and society. Increasing rates of pollution and environmental calamities caused by industrial production have urged several researchers and industry experts to work on Sustainable Production and Consumption issues within the context of Sustainable Supply Chain Management (SSCM). This paper comprehensively covers the exponential growth of the topic through an evolutionary lens. This article attempts to understand the evolution of sustainability issues by analysing trends across industries, economies, and through the use of various methodologies. A comprehensive thematic analysis was performed on 1068 filtered articles from 2000 to 2015, highlighting the development and importance of the body of knowledge. The study proposes a conceptual framework to classify various factors along the triple bottom line pillars of sustainability issues in the context of supply chains. An in-depth study is conducted on 190 articles covering all pillars of sustainability (as per the proposed conceptual framework) on SSCM. We observe that studies focusing on all three dimensions of sustainability are comparatively scarce. More focus on industry-specific studies is required because problems addressing industries that are serious polluters, especially those in emerging economies, remains largely unaddressed. It is observed that the studies addressing social issues are scarce, and more focus is required on the measurement of social impacts along the supply chain. Finally, we propose future avenues to extend research on the SSCM domain while keeping in mind the need to address industry specific and economy specific problems from the triple bottom line perspective. © 2017","Green supply chain management; Literature review; Sustainability; Sustainable operations; Sustainable supply chain management; Thematic analysis","Hierarchical systems; Industrial economics; Sustainable development; Green supply chain management; Literature reviews; Sustainable operations; Sustainable supply chains; Thematic analysis; Supply chain management",Review,"Final","",Scopus,2-s2.0-85024094913
"Christensen L.T.","56924531000;","How hybridity has evolved in the governance of state-owned enterprises: evidence from Danish and Swedish passenger rail services from 1990 to 2015",2017,"Public Money and Management","37","6",,"401","408",,9,"10.1080/09540962.2017.1344016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023780350&doi=10.1080%2f09540962.2017.1344016&partnerID=40&md5=2f8c53f1bf35b3f212d1d39f96ad112e","Department of Business and Politics, Copenhagen Business School, Denmark","Christensen, L.T., Department of Business and Politics, Copenhagen Business School, Denmark","This paper focuses on the evolution of the governance of state-owned enterprises (SOEs) in passenger rail services. Two opposite cases are presented: one from Sweden and the other from Denmark. Using institutional change theory, the paper shows how the SOEs’ hybrid character changed over time. The political responsibility for the Danish SOE expanded, while the Swedish SOE’s political role was gradually reduced. The research approach is new and the results have lessons for those managing and researching SOEs. © 2017 CIPFA.","Governance; hybridity; marketization; passenger rail; state-owned enterprises (SOE)",,Article,"Final","",Scopus,2-s2.0-85023780350
"Staniok C.D.","56951298600;","Performance Implications of Public Managers’ Goal Prioritization: An Empirical Test of the Link between Internal Management and Organizational Performance",2017,"International Journal of Public Administration","40","11",,"918","929",,1,"10.1080/01900692.2016.1210165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982783995&doi=10.1080%2f01900692.2016.1210165&partnerID=40&md5=ce8878fcb24644298cb6d73d2e0dd1e5","Department of Political Science, Aarhus University, Aarhus, Denmark","Staniok, C.D., Department of Political Science, Aarhus University, Aarhus, Denmark","Most studies on the goals-performance nexus focus on the implications of goal design. In public organizations with multiple goals, managerial goal prioritization can, however, in itself play a decisive role for performance. This study examines the effects of managerial goal prioritization and employee commitment on organizational performance. Analyses of parallel surveys of principals and teachers in higher secondary education and archival data on school performance show that principals’ goal prioritization is positively related to high school performance. The findings thus indicate that public managers should concentrate not only on how they design goals, but also on how they prioritize them. © 2016 Taylor & Francis Group, LLC.","Goal commitment; goal prioritization; organizational performance; public management",,Article,"Final","",Scopus,2-s2.0-84982783995
"Martensen A., Mouritsen J.","6602501438;6601982809;","Prioritising marketing activities in different types of marketing functions",2017,"Total Quality Management and Business Excellence","28","11-12",,"1264","1284",,1,"10.1080/14783363.2015.1135726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958529314&doi=10.1080%2f14783363.2015.1135726&partnerID=40&md5=e8083ba553515d7dafea49908b29718a","Department of Marketing, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark; Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark","Martensen, A., Department of Marketing, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark; Mouritsen, J., Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark","Marketing functions (MFs) differ in how they practise marketing roles. The purpose of this article is to differentiate between MFs that practice marketing roles in a particular manner and then study how these different types of MFs differ with regard to the marketing roles’ effect on business performance (BP) and top management's respect. An empirical survey identifies four types of MFs: (1) the broad spectrum; (2) the hesitant; (3) the traditional and (4) the market-creating. Findings show that for each of the four types, the effect of investing in a particular role varies: all rolesare notequally importantto practise. Moreover, all rolesare not equallyimportanttoallmarketing functions, but depend onthe marketing function's uniquestarting point. Since MFs differ, relevant investments in marketing roles also differ, making it beneficial to prioritise them. However, management dilemmas exist, because to gain top management respect the MFs may have to perform roles that will not improve BP. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","business performance; online survey; prioritising marketing investment; structural equation modelling; top management's respect; types of marketing functions",,Article,"Final","",Scopus,2-s2.0-84958529314
